Loan_Amount,OS_0,OS_1,OS_2,OS_3,OS_4,OS_5,OS_6,OS_7,OS_8,OS_9,OS_10,OS_11,OS_12,Payment_1,Payment_2,Payment_3,Payment_4,Payment_5,Payment_6,Payment_7,Payment_8,Payment_9,Payment_10,Payment_11,Payment_12,Spend_1,Spend_2,Spend_3,Spend_4,Spend_5,Spend_6,Spend_7,Spend_8,Spend_9,Spend_10,Spend_11,Spend_12,Delq1_1,Delq1_2,Delq1_3,Delq1_4,Delq1_5,Delq1_6,Delq1_7,Delq1_8,Delq1_9,Delq1_10,Delq1_11,Delq1_12,Delq2_1,Delq2_2,Delq2_3,Delq2_4,Delq2_5,Delq2_6,Delq2_7,Delq2_8,Delq2_9,Delq2_10,Delq2_11,Delq2_12,Delq3_1,Delq3_2,Delq3_3,Delq3_4,Delq3_5,Delq3_6,Delq3_7,Delq3_8,Delq3_9,Delq3_10,Delq3_11,Delq3_12,isFraud
170000,78287.59,68524.95,55034.47,142654.52,203468.48,96094.43,96725.36,19640.36,48487.6,21544.37,125178.48,125178.48,159702.62,53212,61715,0,0,203469,66375,77085,12495,43580,14387,0,74356,43449.36,48224.52,87620.05,60813.96,96094.95,67005.93,0,41342.24,16636.77,118021.11,0,108880.14,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200000,47214.26,83859.45,142277.46,46136.22,161140.53,56780.51,155915.6,61203.81,40834.24,100275.57,188820.46,58290.44,123992.11,0,0,107315,46137,161141,0,120657,61204,37228,0,188821,0,36645.19,58418.01,11173.76,161141.31,56780.98,99135.09,25945.21,40834.43,96669.33,88544.89,58290.98,65701.67,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200000,87717.46,127573.45,66250.28,79975.66,100592.28,194152.22,99918.23,193118.54,7600.94,27843.66,82850.34,87424.39,34495.76,0,113952,66251,79743,0,180719,0,193119,7601,22805,82851,71181,39855.99,52628.83,79976.38,100359.62,93559.94,86485.01,93200.31,7601.4,27843.72,77811.68,87425.05,18252.37,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290000,157856.49,67149.63,124517.28,221635.55,221635.55,1173.55,125678.17,125678.17,91508.35,117077.08,140930.89,89109.49,62494.81,157857,67150,102186,0,220462,0,0,125679,91509,117078,140931,89110,67150.14,124517.65,199304.27,0,0,124504.62,0,91509.18,117077.73,140931.81,89109.6,62495.32,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70000,30631.99,30747.49,40266.63,38945.76,32115.18,5017.18,21379.26,76511.84,111974.99,111974.99,130701.69,155251.59,182501.15,0,0,21931,29114,27098,0,0,0,0,0,0,0,115.5,9519.14,20610.13,22283.42,0,16362.08,55132.58,35463.15,0,18726.7,24549.9,27249.56,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100000,37721.25,38159.64,29638.36,68004.38,-0.62,19174.05,66412.81,98065.59,146736.6,185279.82,-0.18,-0.18,68042.23,37722,38160,0,68005,0,16417,0,0,0,185280,0,0,38160.39,29638.72,38366.02,0,19174.67,63655.76,31652.78,48671.01,38543.22,0,0,68042.41,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75000,27504.76,54065.92,49390.93,49390.93,38618.86,55255.56,116456.44,24961.9,29415.37,29415.37,5484.87,25851.51,42398.49,27505,41303,0,49391,0,0,116457,23004,0,29416,4213,0,54066.16,36628.01,0,38618.93,16636.7,61200.88,24962.46,27457.47,0,5485.5,24579.64,16546.98,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,44243.56,37849.48,75309.59,76861.4,45780.86,112960.28,29530.15,97747.37,71567.49,108456.25,59015.93,33196.36,36140.1,29163,0,0,59162,0,106150,0,91916,0,90550,45957,0,22768.92,37460.11,1551.81,28081.46,67179.42,22719.87,68217.22,65736.12,36888.76,41109.68,20137.43,2943.74,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45000,12037.37,18368.69,48447.52,72268.47,55737.79,55737.79,22674.84,40500.86,58273.11,69086.49,77263.55,40218.85,44650.69,9513,0,0,40161,0,51712,0,0,0,0,48991,0,15844.32,30078.83,23820.95,23630.32,0,18649.05,17826.02,17772.25,10813.38,8177.06,11946.3,4431.84,0,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125000,13134.39,74628.37,33232.12,46819.75,53333.61,53333.61,67128.88,148631.73,17919.51,62375.62,34349.29,70233.57,141276.57,0,74629,18378,25863,0,32667,0,147895,0,44364,0,53957,61493.98,33232.75,31965.63,32376.86,0,46462.27,81502.85,17182.78,44456.11,16337.67,35884.28,125000,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150000,54421.1,32793.43,22229.58,81761.93,185205.96,67848.05,-0.95,65415.42,103920.23,12277.73,33535.31,104218.77,187393.03,54422,27264,0,0,180620,67849,0,65416,103921,12278,0,0,32794.33,16700.15,59532.35,103444.03,63262.09,0,65416.37,103920.81,12278.5,33535.58,70683.46,83174.26,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
70000,23668.39,36671.12,66408.02,112036.09,163468.26,195588.94,216656.96,237682.13,55823.16,104098.26,37900.96,-0.04,66067.79,23669,29339,0,0,0,0,0,207942,0,91161,37901,0,36671.73,59075.9,45628.07,51432.17,32120.68,21068.02,21025.17,26083.03,48275.1,24963.7,0,66067.83,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50000,19023.52,15936.22,28950.33,46857,40116.41,45574.33,60549.66,25300.5,39614.16,23283.79,51204.4,39816.26,39192.53,18238,15667,15476,37957,26829,0,49168,0,39615,0,30184,21469,15150.7,28681.11,33382.67,31216.41,32286.92,14975.33,13918.84,14313.66,23284.63,27920.61,18795.86,20845.27,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60000,30918.19,30918.19,10214.86,23384.92,41828.92,54888.99,70624.56,-0.44,25929.38,60128.98,88442.77,119304.62,162416.5,0,26718,7257,14983,0,0,70625,0,0,0,0,0,0,6014.67,20427.06,33427,13060.07,15735.57,0,25929.82,34199.6,28313.79,30861.85,43111.88,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
140000,44925.5,44925.5,80782.94,76131.91,-0.09,74313.44,146174.69,32806.52,111447.42,34745.63,-0.37,41668.76,98076.63,0,44926,80783,76132,0,0,125087,0,111448,34746,0,34434,0,80783.44,76131.97,0,74313.53,71861.25,11718.83,78640.9,34746.21,0,41669.13,90841.87,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60000,35628.15,70830,0,28865.75,64243.95,41647.64,14859.53,1350.53,29049.03,48131.29,71662.79,37271.97,6338.97,0,70830,0,0,64244,38698,13509,1163,0,0,58568,30933,35201.85,0,28865.75,35378.2,41647.69,11909.89,0,28861.5,19082.26,23531.5,24177.18,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170000,73307.97,105623.65,-0.35,103723.43,124598.2,165312.33,247421.33,37202.07,35572.01,67867.43,57614.93,89352.56,17033.56,73308,105624,0,0,0,0,212926,34704,0,56018,57615,72319,105623.68,0,103723.78,20874.77,40714.13,82109,2706.74,33073.94,32295.42,45765.5,89352.63,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
60000,27884.43,19194.49,33793.79,70160.86,45675.8,24349.26,20176.11,26136.95,45255.69,72509.5,15392.53,-0.47,-0.47,27885,19195,0,70161,45676,19331,15886,0,0,72510,15393,0,19195.06,33794.3,36367.07,45675.94,24349.46,15157.85,21846.84,19118.74,27253.81,15393.03,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60000,9723.7,14989.8,38665.5,28520.49,31990.64,24980.39,26145.23,26145.23,56955.66,22191.02,63414.56,-0.44,23020.33,9724,0,36977,25637,27015,24981,0,0,56956,0,63415,0,14990.1,23675.7,26831.99,29107.15,20004.75,26145.84,0,30810.43,22191.36,41223.54,0,23020.77,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130000,39249.3,62264.47,15465.21,46187.92,46187.92,101274.92,177696.34,22567.17,58693.74,67104.82,91749.23,60880.21,151891.93,35486,59285,15466,0,0,0,174281,22568,46206,67105,84977,0,58501.17,12485.74,46188.71,0,55087,76421.42,19151.83,58694.57,54617.08,91749.41,54107.98,91011.72,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400000,189425.92,384176.27,628459.3,146533.18,275033.21,480667.74,193357,347086.27,105334.01,338378.09,625927.34,895543.67,75120.47,0,0,628460,0,0,480668,0,338323,0,0,0,895544,194750.35,244283.03,146533.88,128500.03,205634.53,193357.26,153729.27,96570.74,233044.08,287549.25,269616.33,75120.8,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
200000,58593.79,168939.7,45559.97,43123.23,90063.86,121893.68,78162.08,93298.13,84505.39,85338.35,67778.1,160223.47,344273.8,0,168940,35118,32357,88348,118332,0,76714,84506,85339,59242,0,110345.91,45560.27,32681.26,79297.63,120177.82,74600.4,15136.05,67921.26,85338.96,67778.75,151687.37,184050.33,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
200000,60728.76,4418.76,87831.26,172040.94,281296.24,355190.68,67712.68,115042.25,-0.75,101428.93,130772.84,96826.2,60850.71,56310,0,87832,0,0,287478,59657,115043,0,81157,130773,96827,0,83412.5,172041.68,109255.3,73894.44,0,106986.57,0,101429.68,110500.91,96826.36,60851.51,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268000,115359.12,153572.07,74614.83,192640.08,263329.9,146550.96,72294.7,116354.23,137113.1,135262.54,148864.97,235553.78,92595.58,109578,148470,74615,0,263330,146551,60610,116355,135315,110218,0,235554,147790.95,69512.76,192640.25,70689.82,146551.06,72294.74,104669.53,137113.87,133464.44,123820.43,86688.81,92595.8,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130000,53298.28,4634.28,60197.04,99326.89,51820.61,77184.38,92386.76,172658.57,86244.06,153264.42,222348.31,337203.13,66837.13,48664,0,46075,99327,41469,63023,0,128762,0,0,0,270366,0,55562.76,85204.85,51820.72,66832.77,78225.38,80271.81,42347.49,67020.36,69083.89,114854.82,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000,45765.15,34387.39,68649.89,100435.04,112280.43,62067.87,87352.07,128844.83,56414.45,79700.29,35312.07,23385.85,52183.75,27632,0,0,0,84228,0,0,79651,33604,52450,28052,0,16254.24,34262.5,31785.15,11845.39,34015.44,25284.2,41492.76,7220.62,56889.84,8061.78,16125.78,28797.9,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
250000,100878.17,55986.17,26549,159830.15,120295.77,109113.68,116090.13,260537.13,168968.86,143990.79,-0.21,182168.17,432168.17,100879,55987,26549,159831,120296,109114,0,260538,168969,143991,0,0,55987,26549.83,159830.15,120296.62,109113.91,116090.45,144447,168969.73,143990.93,0,182168.38,250000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85000,30590.53,-0.47,44976.62,84348.65,68893.53,37984.32,68464.26,47195.45,37727.54,92683.91,817.47,27899.6,61441.59,30591,0,0,84349,55697,30470,68465,43634,0,92684,754,0,0,44977.09,39372.03,68893.88,24787.79,60949.94,47196.19,34166.09,54956.37,817.56,27836.13,33541.99,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90000,36865.29,48608.57,40697.14,67578.61,49656.62,111235.35,24832.56,46727.9,46727.9,89988.26,29954.3,59851.38,62900.32,28920,38029,0,54975,0,111236,0,0,0,89989,23384,47858,40663.28,30117.57,26881.47,37053.01,61578.73,24833.21,21895.34,0,43260.36,29955.04,53281.08,50906.94,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
110000,44433.03,49394.65,78503.96,78982.83,134244.84,170250.47,227662.22,227662.22,67007.53,50777,18260.24,58082.38,22979.07,44434,41866,66177,0,0,0,0,227663,67008,50777,18261,58083,49395.62,70975.31,66655.87,55262.01,36005.63,57411.75,0,67008.31,50777.47,18260.24,58083.14,22979.69,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170000,89886.02,-0.98,34389.89,84686.63,145695.73,243877.48,-0.52,116688.81,58507.5,199140.53,224353.79,224353.79,38030.46,89887,0,34390,72708,0,243878,0,116689,0,0,0,224354,0,34390.87,84686.74,133717.1,98181.75,0,116689.33,58507.69,140633.03,25213.26,0,38030.67,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
100000,40787.77,98158.86,36946.68,22415.34,27998.23,61571.43,25065.06,59955.16,88228.05,28442.35,19320.29,29206.53,74232.99,0,98159,35497,22416,27999,61572,23870,0,79135,27666,19321,29207,57371.09,36946.82,20965.66,27998.89,61572.2,25065.63,58760.1,28272.89,19349.3,18543.94,29207.24,74233.46,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125000,84978.33,-0.67,74998.61,16728.61,150.61,38252.18,38252.18,49490.41,108254.73,48464.75,7971.75,75027.83,136277.08,84979,0,58270,16578,0,0,38253,0,108255,40493,0,0,0,74999.28,0,0,38101.57,0,49491.23,58764.32,48465.02,0,67056.08,61249.25,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120000,42805.06,57282.71,88219.6,59225.79,51967.64,14987.64,25823.67,5285.67,58170.62,62372.63,32475.21,74005.19,192905.66,39142,0,49320,38882,36980,10569,20538,4387,58171,61937,0,0,53619.65,30936.89,20326.19,31623.85,0,21405.03,0,57271.95,62373.01,32039.58,41529.98,118900.47,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210000,101000.22,85239.18,187437.06,246579.18,11854.14,2298.14,90260.02,88826.08,199356.03,86647.05,104239.23,61591.38,201698.17,87734,0,0,246580,9556,1938,90261,0,199357,86648,89597,0,71972.96,102197.88,59142.12,11854.96,0,89899.88,88827.06,110529.95,86648.02,104240.18,46949.15,140106.79,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150000,82492.45,49600.57,139407.97,139407.97,46180.77,40353.35,50623.19,113729.53,82808.95,60334.01,180527.41,54058.28,138904.42,74454,0,0,139408,46181,40354,45402,91775,82809,0,172391,0,41562.12,89807.4,0,46180.8,40353.58,50623.84,108508.34,60854.42,60334.06,120193.4,45921.87,84846.14,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70000,14826.76,30827.26,26459.33,18208.54,30692.49,50076.77,16709.54,13970.47,24717.98,35298.93,35298.93,61059.94,30423.58,0,30828,23023,17384,30693,45634,14767,0,0,0,0,49420,16000.5,26460.07,14772.21,29867.95,50077.28,12266.77,12027.93,10747.51,10580.95,0,25761.01,18783.64,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240000,103178.62,94215.74,222582.77,128350.76,186098.08,120695.23,215760.46,320694.05,122238.52,58567.81,119483.1,229869.71,229869.71,103179,0,182297,128351,186099,120696,0,320695,119408,57894,0,0,94216.12,128367.03,88064.99,186098.32,120696.15,215761.23,104933.59,122239.47,55737.29,118809.29,110386.61,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
139000,98213.53,4234.53,-0.47,90310.81,78387.7,83195.52,83195.52,41732.04,22184.52,-0.48,-0.48,72536.27,113255.59,93979,4235,0,88210,78388,0,69035,39840,22185,0,0,72537,0,0,90311.28,76286.89,83195.82,0,27571.52,20292.48,0,0,72536.75,113256.32,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85000,38355.99,92287.49,353.49,29516.43,88731.5,25709.73,35585.5,71850.51,15271.56,2455.56,42414.48,28074.54,29983.83,0,91934,0,0,76040,25710,29355,63783,12816,2079,35150,24497,53931.5,0,29162.94,59215.07,13018.23,35585.77,65620.01,7204.05,0,42037.92,20810.06,26406.29,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350000,119458.98,48183.56,109644.9,211346.34,86430.58,176295.05,360277.92,120426.19,120426.19,271353.45,135990.36,91303.14,198044.41,119459,48184,93976,204938,86431,0,360278,0,0,271354,135991,91304,48183.58,109645.34,195677.44,80022.24,176295.47,183982.87,120426.27,0,150927.26,135990.91,91303.78,198045.27,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150000,79670.27,123418.66,123527.04,261496.66,71517.03,37695.04,52776.58,47959.13,78950.67,65304.46,5077.46,71641.82,79543.75,0,0,0,261497,65869,36373,52777,47960,73555,60227,5078,71642,43748.39,108.38,137969.62,71517.37,32047.01,51454.54,47959.55,78951.54,59908.79,0,71642.36,79543.93,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500000,261787.55,291628.16,204628.54,225321.29,157608.28,86345.85,286594.28,161178.07,304542.86,475474,706931.82,328339.83,676402.49,261788,291629,204629,207513,142215,83823,248184,0,0,0,706932,0,291628.61,204629.38,225321.75,139799.99,70952.57,284071.43,122767.79,143364.79,170931.14,231457.82,328340.01,348062.66,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
85000,29761.33,42574.29,19110.73,40780.78,65750.26,34061.5,68659.07,118503.48,173132.84,220095.42,234332.27,31916.35,1543.35,29762,42575,0,33498,65751,0,0,0,0,0,234333,30373,42574.96,19111.44,21670.05,58467.48,34062.24,34597.57,49844.41,54629.36,46962.58,14236.85,31917.08,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
100000,34205.03,34205.03,12669.92,63217.69,-0.31,39499.59,54446.33,75763.16,14771.68,-0.32,16726.26,10222.47,56213.17,0,34206,0,63218,0,39500,0,75764,14772,0,16727,10223,0,12670.89,50547.77,0,39499.9,54446.74,21316.83,14772.52,0,16726.58,10223.21,56213.7,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150000,81671.93,167898.65,67385.21,31977.85,35373.04,61052.29,148299.31,74390.55,92011.59,105346.29,105346.29,89873.96,-0.04,0,136058,65213,31978,0,0,148300,74391,79015,0,105347,89874,86226.72,35544.56,29805.64,35373.19,25679.25,87247.02,74391.24,92012.04,92349.7,0,89874.67,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200000,84065.66,107524.11,135741.06,93681.31,52068.23,15110.42,120642.35,208547.83,42562.6,193606.91,173264.69,59681.75,18052.72,84066,107525,114227,93682,52069,15111,0,208548,0,157148,173265,59682,107524.45,135741.95,72167.25,52068.92,15111.19,120642.93,87905.48,42562.77,151044.31,136805.78,59682.06,18052.97,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70000,19312.39,54179.02,46754.54,27186.44,24569.74,42519.68,59301.81,22564.48,49456.14,16067.93,34058.55,54542.27,33760.66,0,46261,35385,25351,20017,0,52768,0,49457,16068,0,54543,34866.63,38836.52,15816.9,22734.3,37966.94,16782.13,16030.67,26891.66,16068.79,34058.62,20483.72,33761.39,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200000,77033.12,80715.09,72644.08,90526.9,19315.49,102091.84,92959.17,92959.17,174468.55,115041.3,41409.65,46921.88,113289.31,74397,73284,0,82319,0,102092,0,0,174469,115042,41410,44100,78078.97,65212.99,17882.82,11107.59,82776.35,92959.33,0,81509.38,115041.75,41410.35,46922.23,110467.43,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250000,102741.39,211435.92,110512.55,96494.32,117481.2,222548.59,140023.81,197802.11,271339.53,31952.37,-0.63,52159.53,96983.91,0,194788,107855,77221,0,175782,0,0,271340,31953,0,52160,108694.53,93864.63,93836.77,98207.88,105067.39,93257.22,57778.3,73537.42,31952.84,0,52160.16,96984.38,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200000,97122.57,174511.19,296309.35,-0.65,115560.56,222889.22,53225.22,139843.17,226422.62,-0.38,103037.69,54077.51,76376.8,0,0,296310,0,0,169664,0,0,226423,0,103038,0,77388.62,121798.16,0,115561.21,107328.66,0,86617.95,86579.45,0,103038.07,54077.82,22299.29,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60000,23457.68,25555.96,17195.41,38935.11,28742.12,16990.78,14788.46,19665.17,-0.83,23961.54,45955.77,17753.79,59999.79,23458,25556,0,33084,27991,16991,11929,19666,0,23962,45956,17754,25556.28,17195.45,21739.7,22891.01,16239.66,14788.68,16805.71,0,23962.37,45956.23,17754.02,60000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100000,45033.77,53188.88,92095.87,111596.5,74736.63,48704.67,90994.26,35958.74,47805.26,14710.85,50584.98,112317.48,152482.24,45034,0,0,95868,74737,0,90995,35959,47806,14711,0,0,53189.11,38906.99,19500.63,59008.13,48705.04,42289.59,35959.48,47805.52,14711.59,50585.13,61732.5,40164.76,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
130000,58252.31,65691.37,70078.32,200078.32,244030.39,38850.28,88029.49,127730.93,63730.38,131808.05,17380.68,117000.97,115269.26,57672,0,0,0,244031,0,0,127731,48393,131809,14192,117001,65111.06,4386.95,130000,43952.07,38850.89,49179.21,39701.44,63730.45,116470.67,17381.63,113812.29,115269.29,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110000,41813.35,70115.36,38947.44,85406.5,61979.94,49152.5,100291.47,40737.72,105574.9,151480.65,251483.64,291070.48,81801.4,31942,54703,0,67277,57529,0,84469,0,0,0,0,276753,60244.01,23535.08,46459.06,43850.44,44701.56,51138.97,24915.25,64837.18,45905.75,100002.99,39586.84,67483.92,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130000,74389.72,66433.69,44287.87,33265.11,40001.04,86675.97,154003.59,74515.86,121820.85,106817.87,236817.87,272094.7,370236.56,74390,66434,44288,33266,30274,0,131562,0,97152,0,0,0,66433.97,44288.18,33265.24,40001.93,76948.93,67327.62,52074.27,47304.99,82149.02,130000,35276.83,98141.86,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60000,13414.78,41998.5,69199.92,62450.06,35843.5,41859.38,75025.44,52493.4,29382.95,49103.47,57494.18,78633.85,123398.83,0,0,43010,43119,31631,0,49087,40000,0,0,0,0,28583.72,27201.42,36260.14,16512.44,37646.88,33166.06,26554.96,16889.55,19720.52,8390.71,21139.67,44764.98,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1
70000,23173.98,-0.02,21733.95,44187.5,27423.04,49943.36,40117.67,74739.8,97101.17,16398.08,46243.61,27418.6,80950.9,23174,0,0,33570,0,44697,0,0,94671,0,44586,0,0,21733.97,22453.55,16805.54,22520.32,34871.31,34622.13,22361.37,13967.91,29845.53,25760.99,53532.3,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110000,34179,2837,74930.39,74930.39,122726.7,11642.7,35102.42,59575.94,129156.25,15437.72,52332.07,61012.54,19376.7,31342,2445,0,0,111084,0,29895,0,121928,0,52063,61013,0,74538.39,0,47796.31,0,23459.72,54368.52,69580.31,8209.47,36894.35,60743.47,19377.16,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
